"STATE","COUNTY","deaths","population","pop.density","deaths.100k","hisp.latino.pct","black.pct","native.pct","median.age","median.income","pct.public.transpo","high.risk.job","mask.frequent","R.pres.margin","health.condition","avg.temp","mask.mand.days","mask.mand.flag","stay.home.days","stay.home.flag","bars.closed.days","bars.closed.flag","rest.closed.days","rest.closed.flag","county.class"
"KS",89,6,2879,1.22156459004228,208.405696422369,2.4,0.3,0.6,52.8,40676,0.9,25.41,34.26,72.17,52.3,53.1,263,1,35,1,57,1,35,1,9
"KS",9,51,25779,11.1178417682081,197.835447457233,14.8,1.1,0.7,39.9,49723,0.7,32.34,43.21,56.32,49.1,54,263,1,35,1,57,1,35,1,7
"KS",91,769,602401,491.076545035398,127.655830584611,7.7,4.6,0.2,37.6,89087,0.3,17.23,65.62,-8.19,34.4,54.7,263,1,41,1,57,1,35,1,1
"KS",93,10,3838,1.7022245459386,260.552371026576,31.7,0.4,0,34.7,52599,0,31.46,34.83,61.65,52.3,54.2,263,1,35,1,57,1,35,1,9
"KS",95,15,7152,3.19821825901369,209.731543624161,3.6,0.5,0.4,45.4,60469,0,35.01,46.53,59.93,44.6,55.9,263,1,35,1,57,1,35,1,2
"KS",97,5,2475,1.32237830125378,202.020202020202,6.4,0.6,0.7,41.6,53274,0.2,26.07,47.13,70.73,47.8,55.7,263,1,35,1,57,1,35,1,9
"KS",99,50,19618,11.7363370794461,254.867978387195,4.5,4.7,0.7,41,47643,0.3,35.65,47.25,35.97,48.7,57.1,263,1,35,1,57,1,35,1,7
"KY",1,54,19202,18.2930026608802,281.22070617644,2,3.1,0.2,41.8,38021,0,40.35,40.14,67.11,50,56.9,256,1,0,0,119,1,67,1,7
"KY",101,79,45210,40.0060221230577,174.740101747401,2.6,7.3,0.2,41.2,48926,0.3,37.9,50.33,24.6,54.5,56.3,256,1,0,0,119,1,67,1,2
"KY",103,19,16126,21.7477994334861,117.822150564306,3.3,3,0,41.4,53926,0.1,36.13,40.05,45.64,55.2,55.3,256,1,0,0,119,1,67,1,1
"KY",105,15,4380,6.98021351226895,342.465753424658,1.8,8.4,0.4,48,42929,0,30.66,41.7,57.12,56.6,58.1,256,1,0,0,119,1,67,1,9
"KY",107,147,44686,31.8278305564649,328.962091035224,2.1,6.4,0.2,41.8,47170,0.3,38.25,50.42,47.96,56.2,57.6,256,1,0,0,119,1,67,1,5
"KY",109,32,13329,14.9085391323835,240.078025358241,0.2,0.3,0,42.2,32138,1.2,42.24,42.34,79.31,57.4,55.3,256,1,0,0,119,1,67,1,9
"KY",11,24,12500,17.3110672920142,192,1.7,1.5,0.1,40.6,44898,0,41.78,44.64,42.88,58.4,54.6,256,1,0,0,119,1,67,1,8
"KY",111,1329,766757,777.429757847467,173.327403597228,5.4,21.5,0.1,38.3,56586,2.7,29.44,60.43,-20.1,46.8,56.2,256,1,0,0,119,1,67,1,1
"KY",113,71,54115,121.358452270167,131.202069666451,3.5,4.5,0.3,37.8,58245,0.1,31.41,63.01,32.45,47.6,55,256,1,0,0,119,1,67,1,2
"KY",115,36,22188,32.7022709335069,162.249864791779,0.3,0.5,0.1,41.8,37055,0.2,24.03,61.33,67.13,56.3,55.7,256,1,0,0,119,1,67,1,7
"KY",117,213,166998,402.258659804691,127.546437681888,3.2,4.6,0.1,37.1,64339,2.2,28.24,50.24,19.29,46.4,54.8,256,1,0,0,119,1,67,1,1
"KY",119,24,14806,16.2626882798841,162.096447386195,1,0.5,0.1,43.2,31198,0.7,26.73,49.84,53.87,60.6,55.7,256,1,0,0,119,1,67,1,9
"KY",121,45,31145,31.1286670996595,144.485471183175,1.2,0.8,0.7,40,30181,0,30.68,47.26,67.04,55.9,55.8,256,1,0,0,119,1,67,1,7
"KY",123,26,14398,21.2541984718175,180.580636199472,3.2,3.4,0.1,40.9,47643,0,46.5,57.21,57.27,58.4,55.8,256,1,0,0,119,1,67,1,3
"KY",125,81,60813,54.1028596168628,133.195204972621,1.6,0.7,0.4,40,41526,0.1,33.73,51.85,66.74,54.8,55.8,256,1,0,0,119,1,67,1,5
"KY",127,28,15317,14.2300012144043,182.803421035451,1.2,0.2,0,41.2,32798,0.4,39.1,48.02,63.19,61.1,55.4,256,1,0,0,119,1,67,1,6
"KY",129,26,7403,13.6853828280186,351.208969336755,0.4,0.8,0.7,43.6,25275,0,36.36,40.17,63.98,59.8,56.1,256,1,0,0,119,1,67,1,9
"KY",13,58,26032,27.9924315226703,222.80270436386,1.1,2.8,0.2,41.7,26272,0.3,37.06,44.2,63.23,59.4,54.4,256,1,0,0,119,1,67,1,7
"KY",131,8,9877,9.51352612570601,80.996253923256,0.5,0.1,0,42.3,31627,0,35.4,48.87,80.51,59.8,55.4,256,1,0,0,119,1,67,1,9
"KY",133,46,21553,24.6253694433819,213.427365099986,0.8,0.4,0.2,42.4,29886,0.9,29.35,62.52,59.41,64.2,54.8,256,1,0,0,119,1,67,1,9
"KY",135,40,13275,10.6153404939513,301.318267419962,0,0.7,0.2,42.8,31147,0.2,46.97,36,70.76,60.1,54.1,256,1,0,0,119,1,67,1,8
"KY",137,59,24549,28.4771209666663,240.335655220172,1.6,1.9,0,41.3,42919,0.4,38.45,51.07,57.13,55.8,55.2,256,1,0,0,119,1,67,1,7
"KY",139,24,9194,11.3315542103026,261.039808570807,2,0.5,0.1,46,50839,0,41.64,34.09,61.37,52.6,57.3,256,1,0,0,119,1,67,1,9
"KY",141,73,27102,18.9494792159138,269.352815290384,2.9,6.7,0.1,40.7,48014,0.1,41.06,52.5,48.36,52.3,57.4,256,1,0,0,119,1,67,1,6
"KY",143,20,8210,14.8235453192758,243.605359317905,1.9,5.7,0.6,50.6,52528,0,36.84,38.54,47.49,51,57.6,256,1,0,0,119,1,67,1,9
"KY",145,131,65418,101.550439631301,200.250695527225,2.5,10.5,0.3,42.2,46080,0.5,27.71,37.26,31.67,51.6,57.9,256,1,0,0,119,1,67,1,5
"KY",147,34,17231,15.5877869968412,197.318785909117,2.5,5.7,0.3,39.4,28105,0,39.36,44.3,76.72,64.1,56,256,1,0,0,119,1,67,1,9
"KY",149,26,9207,14.0770991205794,282.393830780928,0.9,1.2,0.5,42.4,51861,0,42.18,46.15,53.51,52.2,57,256,1,0,0,119,1,67,1,3
"KY",15,155,133581,209.413036427355,116.034465979443,4.2,2.9,0.1,37.5,78327,0.7,27.74,52.23,35.69,48,54.9,256,1,0,0,119,1,67,1,1
"KY",151,112,92987,82.0899079390025,120.446944196501,2.5,4.1,0.3,34.1,50060,0.2,30.2,47.33,26.79,46,55.5,256,1,0,0,119,1,67,1,4
"KY",153,18,12161,15.2228130957216,148.014143573719,1.1,0,0,42.3,28147,0.5,43.12,54.16,54.34,61.9,55.7,256,1,0,0,119,1,67,1,9
"KY",155,38,19273,21.6919606148774,197.167021221398,2.7,7.3,0.2,39.3,40107,0.5,44.04,65.54,37.98,55.4,55.7,256,1,0,0,119,1,67,1,7
"KY",157,59,31100,39.7336168383535,189.710610932476,1.6,0.9,0.1,44.9,55113,0.2,37.15,39.68,52.41,48.2,57.9,256,1,0,0,119,1,67,1,7
"KY",159,20,11195,18.8243394730969,178.651183564091,2,5.1,0.2,39.5,41013,0,28.17,63.8,78.58,60.3,56.1,256,1,0,0,119,1,67,1,9
"KY",161,40,17070,27.4470628683368,234.329232571763,1.9,6.3,0,40.6,45377,0.3,35.11,48.18,39.14,53.8,54.2,256,1,0,0,119,1,67,1,6
"KY",163,26,28572,36.117086558557,90.9981800363993,3.7,3.6,0.7,38.6,56603,0.4,40.93,56.05,46.43,49.6,55.1,256,1,0,0,119,1,67,1,3
"KY",165,17,6489,12.3064794957277,261.981815379874,1.1,0.2,0,44.6,39325,0,40.25,47.02,50.32,59.5,54.6,256,1,0,0,119,1,67,1,9
"KY",167,54,21933,34.0007995838425,246.204349610176,2.9,4.2,0,43.2,55093,0.1,38.13,56.89,46.64,52.4,55.2,256,1,0,0,119,1,67,1,6
"KY",169,30,10071,13.425026607207,297.885016383676,0.8,1.6,0.3,43.9,37386,0,42.67,48.92,59.54,57.1,56.8,256,1,0,0,119,1,67,1,9
"KY",17,20,19788,26.3685379464029,101.071356377603,6.8,6.9,0,41.8,49637,0.2,29.35,77.03,30,55.3,54.7,256,1,0,0,119,1,67,1,2
"KY",171,44,10650,12.4821135268759,413.145539906103,3.1,2.4,0.1,41.4,34879,0.8,40.58,44.95,74.5,54.6,57.2,256,1,0,0,119,1,67,1,8
"KY",173,30,28157,55.0871668185302,106.545441630856,2.8,2.8,0.3,39.7,45516,0,40.75,45.59,41.76,54,54.8,256,1,0,0,119,1,67,1,6
"KY",175,4,13309,13.4827353593984,30.0548501014351,1.3,3.4,0.5,42,36134,0.3,33.23,49.98,56.39,54.4,55,256,1,0,0,119,1,67,1,9
"KY",177,67,30622,25.2979987477879,218.796943374045,1.5,4.2,0.2,42.4,43590,0.1,40.3,49,48.84,53.7,57.2,256,1,0,0,119,1,67,1,6
"KY",179,61,46233,42.7537419906818,131.940388899704,2.2,5.1,0,39.8,60127,0,43.2,55.04,36.61,52.2,55.8,256,1,0,0,119,1,67,1,6
"KY",181,8,7269,14.3807902650015,110.056403907002,1.4,1.3,0.3,41.1,38149,0.5,42.25,59.37,42.79,57.5,54.6,256,1,0,0,119,1,67,1,8
"KY",183,55,23994,15.7744945890459,229.223972659832,3.5,0.9,0,40.3,45564,0,41.47,49.39,55.51,53.8,56.3,256,1,0,0,119,1,67,1,6
"KY",185,84,66799,137.741295638437,125.750385484813,4,3.6,0.2,38.9,99128,0.2,21.56,56.28,21.46,47.9,55.3,256,1,0,0,119,1,67,1,1
"KY",187,13,10901,11.9874818051805,119.255114209706,0.4,0.6,0.2,42.8,48801,0.2,42.09,56,58.52,51.7,55.4,256,1,0,0,119,1,67,1,8
"KY",189,16,4415,8.63504072732117,362.400906002265,0,5.5,0,43.4,30284,0,22.58,38.48,76.74,60.8,56.3,256,1,0,0,119,1,67,1,9
"KY",19,75,46718,112.830648618158,160.53769425061,1.8,2.3,0.1,42.3,48308,0.3,29.56,35.63,33.16,54.4,55.3,256,1,0,0,119,1,67,1,2
"KY",191,4,14590,20.3249626351543,27.4160383824537,1.4,1.1,0,40.6,54375,0.7,40.99,61.43,60.55,53.8,55,256,1,0,0,119,1,67,1,1
"KY",193,66,25758,29.2762948003135,256.231073841137,1,1.9,0,41.2,33640,0.1,28.19,50.37,54.33,60.6,55.9,256,1,0,0,119,1,67,1,7
"KY",195,106,57876,28.4036996811168,183.150183150183,1,0.9,0.1,42.5,34856,0.5,33.68,54.65,60.71,59,56.2,256,1,0,0,119,1,67,1,7
"KY",197,13,12359,26.6611240981833,105.18650376244,1.7,0.4,0.3,38.6,37469,0.2,41.61,45.73,48.57,55.1,55.4,256,1,0,0,119,1,67,1,6
"KY",199,117,64979,38.1046910233051,180.058172640392,2.5,0.9,0.3,42,39998,0.3,35.49,48.86,62.67,52.4,56.1,256,1,0,0,119,1,67,1,5
"KY",201,14,2108,8.14544405993415,664.136622390892,4.3,1.8,0,42.9,41902,0,39.71,58.8,55.06,52.7,54.6,256,1,0,0,119,1,67,1,8
"KY",203,24,16695,20.3633765569125,143.755615453729,0.9,0.2,1.2,42.7,35720,0.4,40.87,47.56,69.93,54,55.4,256,1,0,0,119,1,67,1,7
"KY",205,20,24460,33.7481265064223,81.7661488143908,1.7,1.5,0.2,30.6,38230,1.1,30.32,46.93,21,47.6,53.9,256,1,0,0,119,1,67,1,7
"KY",207,45,17923,27.2775498120393,251.074038944373,3.8,0.3,0,43.3,38390,0.6,39.99,36.71,69.1,51.8,57.1,256,1,0,0,119,1,67,1,9
"KY",209,36,57004,78.1116935747159,63.1534629148832,4.3,4.6,0.1,36.2,70817,0.3,35.57,75.98,24.85,49,54.8,256,1,0,0,119,1,67,1,2
"KY",21,78,30060,64.3539582453065,259.481037924152,3.3,7.9,0.3,40.3,46382,0.4,34.15,59.96,24.69,51.9,55.1,256,1,0,0,119,1,67,1,7
"KY",211,78,49024,49.8412386156171,159.105744125326,9.6,6.7,0,39.4,67056,0.4,33.66,48.96,29.63,48.7,55.1,256,1,0,0,119,1,67,1,1
"KY",213,42,18572,30.6170942609628,226.146887788068,2.4,9.8,0.4,39,48623,0.3,39.33,42.81,36.73,51.8,57.8,256,1,0,0,119,1,67,1,6
"KY",215,25,19351,40.0129961285074,129.192289804144,2.4,1.9,0.2,42.1,80166,0.1,34.16,45.71,54.29,46.7,55.5,256,1,0,0,119,1,67,1,1
"KY",217,53,25769,37.3522377024918,205.673483643137,2.4,4.3,0,37.6,44522,0,36.31,53.51,51.23,52.3,56.2,256,1,0,0,119,1,67,1,7
"KY",219,28,12294,12.674770264299,227.753375630389,4,8.2,0,37.8,44005,0,39.88,39.67,53.27,58.7,57.5,256,1,0,0,119,1,67,1,8
"KY",221,15,14651,12.8125329186927,102.38208995973,2.2,7.4,0,46.2,50536,0,38.77,59.85,50.11,54.9,57.9,256,1,0,0,119,1,67,1,2
"KY",223,7,8471,21.5675237017372,82.6348719159485,3.1,0.2,0.5,43.4,53056,0,36.79,34.42,51.27,54,55.3,256,1,0,0,119,1,67,1,1
"KY",225,16,14381,16.1982127069389,111.257909742021,2,13.2,0,38.1,46673,0,41.46,31.07,52.24,54.6,56.3,256,1,0,0,119,1,67,1,6
"KY",227,181,132896,94.7200835470822,136.196725258849,5.4,8.8,0.3,32.8,52270,0.1,33.53,61.08,16.81,40.7,57.9,256,1,0,0,119,1,67,1,3
"KY",229,41,12095,15.7250653343311,338.983050847458,4.3,5.4,0,40.7,53743,0.3,40.99,56.42,45.59,54.2,55.4,256,1,0,0,119,1,67,1,9
"KY",23,7,8303,15.8142286654918,84.3068770323979,0.8,0.4,0.3,41.4,49158,0.1,41.42,39.44,61.19,51.8,54.5,256,1,0,0,119,1,67,1,1
"KY",231,50,20333,17.1342027952367,245.905670584764,3.3,2,0,42.5,34914,1.2,37.62,41.87,62.01,60,56.8,256,1,0,0,119,1,67,1,7
"KY",233,21,12942,15.0465262203385,162.262401483542,5.5,3.4,0.1,41,42119,0.1,47.62,45.31,51.63,53.6,56.9,256,1,0,0,119,1,67,1,8
"KY",235,61,36264,31.9794732840536,168.210897860137,1.3,0.9,0.3,36.6,39005,0.2,31.93,47.77,65.22,50.3,55.9,256,1,0,0,119,1,67,1,7
"KY",237,6,7157,12.4378901650533,83.8340086628476,0.4,0.1,0.3,41.8,24623,0,44.08,45,42.23,60.9,55.5,256,1,0,0,119,1,67,1,9
"KY",239,21,26734,54.2947711298199,78.5516570659086,6.7,4.5,0,42.5,63820,0.2,24.66,69.99,12.04,48.3,55,256,1,0,0,119,1,67,1,2
"KY",25,9,12630,9.90314225833509,71.2589073634204,0.9,1.3,0.2,42.2,27344,0,31.35,44.04,52.36,60.5,56.3,256,1,0,0,119,1,67,1,7
"KY",27,18,20477,13.8752021252638,87.903501489476,1.6,1.8,0.3,43.1,47190,1.1,44.11,51.84,52.46,55.8,54.9,256,1,0,0,119,1,67,1,8
"KY",29,83,81676,106.160863814192,101.62103922817,2,1,0.2,40.4,63348,0.1,38.89,53.68,47.99,56.7,56,256,1,0,0,119,1,67,1,1
"KY",3,43,21315,23.9000596585407,201.735866760497,2.2,1,0,40.7,44036,0.6,42.17,52.11,63.49,52.9,57.7,256,1,0,0,119,1,67,1,3
"KY",31,28,12879,11.67028540962,217.408183865207,3.3,0.5,0.2,41.3,41763,0.6,44,53.67,63.36,55.8,57.1,256,1,0,0,119,1,67,1,3
"KY",33,32,12747,14.2743236541131,251.03946026516,2.5,6.3,0,44,44775,0.3,39.96,43.98,53.98,52.2,57.3,256,1,0,0,119,1,67,1,7
"KY",35,49,39001,39.1095401592705,125.637804158868,2.7,3.5,0.3,35.6,42273,0.2,32.12,43.37,31.82,48,57.8,256,1,0,0,119,1,67,1,7
"KY",37,84,93584,238.753827073275,89.758933150966,2,3.2,0.1,38.2,63050,1.8,25.73,43.28,18.63,45.8,54.9,256,1,0,0,119,1,67,1,1
"KY",39,9,4760,9.70146999322898,189.075630252101,2.3,0.8,0.6,42.8,45109,0.4,38.39,43.04,64.29,54.2,58.1,256,1,0,0,119,1,67,1,9
"KY",41,21,10631,31.8987025629559,197.535509359421,6.8,2.8,0.3,38.5,43524,0,46.79,34.81,44.44,55,55.7,256,1,0,0,119,1,67,1,6
"KY",43,35,26797,25.2660615423084,130.611635630854,1.4,0.5,0.5,41.6,34736,0.2,35.64,38.62,52.93,57.9,54.4,256,1,0,0,119,1,67,1,6
"KY",45,40,16159,14.0443025302685,247.54007054892,2.9,0.8,0.3,42.6,34819,0.3,41.28,44.55,73.36,55.8,55.6,256,1,0,0,119,1,67,1,9
"KY",47,107,70461,37.9160490920867,151.85705567619,7.9,21.6,0.5,28.3,43919,0.5,36.06,36.78,28.43,52.3,57.8,256,1,0,0,119,1,67,1,2
"KY",49,32,36263,55.4531747194844,88.2442158674131,2.9,4.6,0.2,42.3,54953,0.2,33.01,48.23,32.01,53.3,55,256,1,0,0,119,1,67,1,2
"KY",5,23,22747,43.442458151398,101.112234580384,1.8,2.8,0,41.4,55334,0,34.78,40.58,47.63,54.4,55.2,256,1,0,0,119,1,67,1,6
"KY",51,46,19901,16.37305743065,231.144163609869,2.6,3.6,0.1,39.6,26840,0.1,43.87,44.16,77.01,61,56,256,1,0,0,119,1,67,1,7
"KY",53,32,10218,20.0009490761567,313.172832256802,2.8,0.4,0,41.9,32184,0,38.16,37.66,74.55,57.2,57.4,256,1,0,0,119,1,67,1,9
"KY",55,23,8806,9.44545318521217,261.185555303202,1.2,0.8,0.2,43.6,45244,0.7,40.12,32.05,64.12,58,56.9,256,1,0,0,119,1,67,1,7
"KY",57,13,6614,8.36735315814846,196.55276685818,1.4,2.1,0,46,35344,0.3,40.32,37.63,68.33,59.6,57.8,256,1,0,0,119,1,67,1,9
"KY",59,193,101511,85.5025455598934,190.127178335353,3.1,4.3,0.2,38.9,51673,0.5,34.01,53.34,27.88,48.4,56,256,1,0,0,119,1,67,1,3
"KY",61,25,12150,15.4881955532075,205.761316872428,0.7,1.5,0.4,44.3,43401,0,42.34,62.58,58.72,56.7,57.2,256,1,0,0,119,1,67,1,3
"KY",63,2,7517,12.3862526930666,26.6063589197818,0.5,3.6,0.1,41.4,32306,0.5,37.99,44.59,51.22,56,54.5,256,1,0,0,119,1,67,1,9
"KY",65,12,14106,21.5191241566966,85.0701829008932,0.1,0.1,0.1,43.5,31688,0,45.62,40.48,57.26,58.3,55.8,256,1,0,0,119,1,67,1,6
"KY",67,322,323152,439.891503375386,99.643511412586,7.2,14.5,0.1,34.6,57291,1.9,22.99,65.2,-20.76,42.5,54.6,256,1,0,0,119,1,67,1,2
"KY",69,25,14581,16.1521598728887,171.456004389274,1.1,2.2,0.1,41.4,44612,0.2,40.97,50.49,57.44,54.4,54.2,256,1,0,0,119,1,67,1,7
"KY",7,9,7888,12.3338868545542,114.097363083164,1.4,4.1,0.2,43.6,45048,1.7,34.62,40.66,59.91,50,57.9,256,1,0,0,119,1,67,1,9
"KY",71,71,35589,34.9389794684885,199.499845457866,0.8,0.9,0,42.2,32730,0.3,31.18,54.13,51.16,58.9,56.4,256,1,0,0,119,1,67,1,7
"KY",73,56,50991,94.7238408259843,109.82330215136,3.4,9.3,0.1,40.9,56274,0.5,27.56,52.31,0.95,49,55.4,256,1,0,0,119,1,67,1,4
"KY",75,16,5969,11.1914842842996,268.051599932987,2,24,0.7,43.5,30114,0.8,41.15,38.22,33.47,59.6,58.3,256,1,0,0,119,1,67,1,9
"KY",77,33,8869,34.8130109925114,372.082534671327,5.3,2,0,38.8,52167,0.1,45.43,46.81,55.42,52.1,55.7,256,1,0,0,119,1,67,1,1
"KY",79,36,17666,29.6419651297332,203.781274765085,2.2,1.9,0.2,43,52631,0.1,33.51,54.28,56.56,49.7,55.4,256,1,0,0,119,1,67,1,6
"KY",81,23,25069,37.5195853462763,91.7467788902629,2.8,0.8,0.1,36.3,48714,0.1,49.32,60.91,58.7,52.8,55.1,256,1,0,0,119,1,67,1,1
"KY",83,96,37266,26.0777375916074,257.607470616648,6.7,4.1,0.1,39.7,44043,0.3,34.93,34.22,56.68,53.3,57.9,256,1,0,0,119,1,67,1,7
"KY",85,58,26427,20.4099632473999,219.472509176221,1.4,1.2,0.4,40.3,38612,0.3,45.2,62.85,58.85,57.7,56,256,1,0,0,119,1,67,1,6
"KY",87,18,10941,14.767903924879,164.518782561009,0.9,2.6,0.7,44.6,35899,0.8,39.52,49.05,67.41,54.9,56.8,256,1,0,0,119,1,67,1,8
"KY",89,63,35098,39.3407729292799,179.497407259673,1.1,1,0,43.4,51655,0.3,29.86,34.43,45.06,57.3,54.7,256,1,0,0,119,1,67,1,2
"KY",9,102,44249,35.0392916175726,230.51368392506,3.2,3.5,0.1,40.5,41459,0.2,37.93,58.98,47.48,57.4,57.3,256,1,0,0,119,1,67,1,6
"KY",91,16,8722,17.9438632759088,183.444164182527,1.5,0.9,0.1,39.9,57217,0.4,47.02,54.84,39.11,51,54.9,256,1,0,0,119,1,67,1,3
"KY",93,167,110958,68.7222379195674,150.507399196092,5.7,11.2,0.1,37,54367,0.3,34.68,56.02,23.97,52.2,55.6,256,1,0,0,119,1,67,1,3
"KY",95,88,26010,21.5582952823343,338.331410995771,1,2.2,0,41.3,26478,0.6,37.23,60.73,71.76,66.2,53.5,256,1,0,0,119,1,67,1,7
"KY",97,25,18886,23.7977532204241,132.373186487345,2.4,1.7,0,42.2,48438,0.1,43.61,80.45,44.41,49.8,54.9,256,1,0,0,119,1,67,1,6
"KY",99,52,19035,17.8140912342239,273.180982400841,1.8,4.1,0.5,40.5,38396,0.2,47.65,61.19,53.01,55.5,56.7,256,1,0,0,119,1,67,1,8
"LA",1,195,62045,36.5599890380254,314.288016762028,2.6,17.3,0,36.7,43396,0.1,37.57,36.46,60.34,52.9,67.9,253,1,44,1,124,1,59,1,2
"LA",101,141,49348,34.2783452690773,285.725865283294,7,30.3,1.5,39,40485,0.1,37.91,45.68,29.14,54.1,69.3,253,1,44,1,131,1,59,1,4
"LA",103,528,260419,118.955878920594,202.750183358357,5.6,12,0.5,40.2,68905,0.2,24.91,61.31,44.19,42.4,68.3,253,1,44,1,145,1,59,1,1
"LA",105,304,134758,65.7636975275511,225.58957538699,4.3,29.4,0.3,35.3,47832,0.3,33.22,56.79,32.81,52.5,67.8,253,1,44,1,194,1,59,1,3
"LA",107,8,4334,2.77501060004107,184.586986617443,2.1,55.4,0,43.4,27500,0.4,23.05,62.63,-5.17,64.8,65.3,253,1,44,1,167,1,59,1,9
"LA",109,225,110461,34.6783083588467,203.691800726048,5.2,18.9,5.6,35.8,48747,0.2,37.04,52.12,50.05,52,70.4,253,1,44,1,145,1,59,1,3
"LA",11,77,37497,12.50795240433,205.349761314238,3.7,12.4,0.4,37.4,53209,0.1,38.98,48.79,67.45,49.3,67.1,253,1,44,1,194,1,59,1,6
"LA",111,81,22108,9.73423422270899,366.383209697847,4.7,24.8,0.3,42.1,44100,0.5,39.9,43.84,51.36,50.4,63.9,253,1,44,1,194,1,59,1,3
"LA",113,125,59511,19.5783384968099,210.045201727412,3.5,14.5,0.5,38,51945,0.1,34.02,45.17,61.93,48.2,68.6,253,1,44,1,146,1,59,1,2
"LA",115,105,47429,13.8028046742085,221.383541714984,9.3,14.4,1.2,30.4,49141,0.1,32.36,45.54,64.91,44.4,66.4,253,1,44,1,145,1,59,1,5
"LA",117,134,46194,26.6347304827967,290.080962895614,2.3,30.1,0.2,39.4,37570,0.2,36.24,46.34,37.6,58.6,67.2,253,1,44,1,194,1,59,1,6
"LA",119,113,38340,24.9509902094618,294.731351069379,1.9,34,0.4,41.4,28951,0.4,37.9,49.66,31.06,55.1,64.1,253,1,44,1,194,1,59,1,2
"LA",121,62,26465,53.1239358338732,234.2716795768,3.1,39.7,0.1,36.3,65385,0.1,32.1,65.1,10.53,47.9,68.2,253,1,44,1,145,1,59,1,2
"LA",123,41,10830,11.625383500389,378.578024007387,3.8,16.1,0.2,40.3,38500,0,30,67.81,71.4,52.3,64.3,253,1,44,1,194,1,59,1,9
"LA",125,34,15568,14.9035368243979,218.396711202467,1.2,44.4,0.2,41.4,59637,0.2,26.4,49.87,24.97,49.9,66.9,253,1,44,1,147,1,59,1,2
"LA",127,47,13904,5.65088932474082,338.032220943613,2,31.6,0.5,41.1,38353,0.6,36.3,44.54,49.41,52.9,65.1,253,1,44,1,159,1,59,1,6
"LA",13,82,13241,6.30112616933377,619.288573370591,0.6,43.2,0,41.9,30272,0.1,36.22,41.19,11.69,58.2,64.7,253,1,44,1,194,1,59,1,6
"LA",15,309,127039,58.4262664132742,243.232393202088,6.6,22.6,0.5,35.3,54268,0.4,26.78,47.03,41.01,48.2,64.8,253,1,44,1,194,1,59,1,2
"LA",17,759,240204,105.453810023253,315.981415796573,2.8,48.9,0.3,37.7,41797,1.6,28.86,49.91,-6.76,53.2,65,253,1,44,1,194,1,59,1,2
"LA",19,448,203436,73.8166467746172,220.216677480879,3.6,24.8,0.3,36.1,51148,0.4,33.76,47.31,35.18,52.3,68,253,1,44,1,194,1,59,1,3
"LA",21,29,9918,7.22834436639501,292.397660818713,3.2,16.4,0.3,39.8,37691,0,35.8,50.04,67.85,55.6,64.9,253,1,44,1,194,1,59,1,8
"LA",23,7,6973,2.09575631296014,100.38720780152,5.9,3.4,0.5,44.1,53423,0.4,34.43,50.7,82.87,48,68.8,253,1,44,1,194,1,59,1,3
"LA",25,38,9494,5.17729526858246,400.25279123657,1.9,31.6,0.1,38.1,40129,0,27.82,60.15,46.77,55.4,65.5,253,1,44,1,140,1,59,1,9
"LA",27,55,15670,8.01572035505346,350.989151244416,1.5,51.9,0.3,42,26776,0,40.88,47.57,15.79,58.9,63.1,253,1,44,1,194,1,59,1,6
"LA",29,62,19259,10.6676764240838,321.927410561296,1.6,41.1,0,37.7,32500,0.1,27.7,57.99,26.88,58.2,65.7,253,1,44,1,174,1,59,1,7
"LA",3,92,25627,12.9836585050674,358.996371014945,6.2,18.4,2,38.2,46446,0.1,35.71,41.8,55.72,47.6,67.3,253,1,44,1,194,1,59,1,6
"LA",31,78,27463,12.0982823613067,284.018497614973,2.9,35.3,0.9,39.3,46006,1.1,36.56,59.76,24.8,51.8,65.3,253,1,44,1,194,1,59,1,2
"LA",33,832,440059,373.011998281225,189.065557118477,4.2,46,0.1,34,54948,1.4,26.55,64.38,-13.04,47.1,68,253,1,44,1,138,1,59,1,2
"LA",35,27,6861,6.29396138465624,393.528640139921,0.5,69.7,0,33.9,22346,0,17.22,67.54,-27.01,64.8,64.4,253,1,44,1,194,1,59,1,7
"LA",37,114,19135,16.2986594604292,595.766919257904,1.7,43.3,0.5,42.9,51803,0.2,31.73,42.37,16.98,50.5,67.1,253,1,44,1,194,1,59,1,2
"LA",39,96,33395,19.4645018006267,287.468183859859,3.7,27.1,0.3,35.7,31965,0.8,37.15,38.91,44.74,52.9,67.3,253,1,44,1,146,1,59,1,6
"LA",41,107,20015,12.3784301939652,534.599050711966,0.4,33.8,0.1,38.4,35282,0.7,31.33,56.66,44.36,55.4,65,253,1,44,1,194,1,59,1,7
"LA",43,58,22389,13.4399980337227,259.055786323641,5,15.9,0.1,38.1,42505,0.2,41.06,53.73,74.11,52.1,65.7,253,1,44,1,145,1,59,1,3
"LA",45,160,69830,46.994660313658,229.127881999141,4.2,31.5,0.1,36.5,46861,0.1,37.43,46.95,31.25,50.9,68.6,253,1,44,1,138,1,59,1,2
"LA",47,100,32511,20.2879788708578,307.588200916613,2.6,48.1,0.1,38.4,50161,0.6,29.86,64.59,-3.71,55.2,68.5,253,1,44,1,133,1,59,1,2
