"STATE","COUNTY","deaths","population","pop.density","deaths.100k","hisp.latino.pct","black.pct","native.pct","median.age","median.income","pct.public.transpo","high.risk.job","mask.frequent","R.pres.margin","health.condition","avg.temp","mask.mand.days","mask.mand.flag","stay.home.days","stay.home.flag","bars.closed.days","bars.closed.flag","rest.closed.days","rest.closed.flag","county.class"
"NY",97,14,17807,20.9394247922724,78.6207671140563,1.9,0.8,0.1,46.4,52327,0.6,31.17,67.24,17.64,43.3,47.7,340,1,0,0,82,1,82,1,6
"NY",99,56,34016,40.5738368625689,164.628410159925,3.5,4.8,0.4,42.1,54545,0.6,30.31,86.48,9.07,44.9,48.9,340,1,0,0,82,1,82,1,6
"NC",1,289,169509,154.557737482394,170.492422231268,12.6,19.4,0.3,39.1,49688,0.2,33.1,58.77,8.4,50.4,59,270,1,37,1,199,1,66,1,3
"NC",101,235,209339,102.051178823884,112.258107662691,13.6,15.5,0.5,38.4,59865,0.2,30.92,68.35,24.33,48.1,61.4,270,1,37,1,199,1,66,1,1
"NC",103,28,9419,7.71519893649877,297.271472555473,4.6,30.4,0.9,48.5,38158,0.1,42.15,44.73,19.6,54.8,62.3,270,1,37,1,199,1,66,1,3
"NC",105,82,61779,93.5184728941242,132.73118697292,19.2,19.5,0.7,38.6,49994,0.5,37.23,63.72,14.91,47.3,60.8,270,1,37,1,199,1,66,1,4
"NC",107,123,55949,54.1286527058304,219.843071368568,7.8,38.7,0.2,42.7,39402,0.7,33.85,51.23,3.47,54.4,61.7,270,1,37,1,199,1,66,1,4
"NC",109,86,86111,112.381253360917,99.8710966078666,7.3,4.9,0.2,43.3,57536,0.2,34.49,56.53,45.93,42,59.8,270,1,37,1,199,1,66,1,1
"NC",11,21,17557,27.4070268985069,119.610411801561,5.1,3.9,1.3,45.2,40340,0.5,30.37,51.07,52.66,46.3,50.7,270,1,37,1,199,1,66,1,8
"NC",111,63,45756,40.1552751729878,137.686860739575,6.1,3.6,0.3,43.9,43646,0,42.82,56.44,48.04,46.6,56.7,270,1,37,1,199,1,66,1,6
"NC",113,41,35858,26.8529955725238,114.33989625746,7,1.6,0.7,50.1,45507,0.2,32.02,54.28,38.48,44.6,54.4,270,1,37,1,199,1,66,1,7
"NC",115,42,21755,18.6818645703076,193.059066881177,2.4,1.6,0.3,44,45873,0,35.9,69.38,23.54,44.8,55,270,1,37,1,199,1,66,1,2
"NC",117,45,22440,18.9831247794994,200.534759358289,4,42,0.2,46.3,40090,0.1,34.27,60.65,4.95,54.7,61.7,270,1,37,1,199,1,66,1,6
"NC",119,972,1110356,818.768064505116,87.5394918386535,13.3,31,0.3,35.1,66641,2.9,23.47,69.57,-35.08,34.9,60.9,270,1,41,1,199,1,66,1,1
"NC",121,16,14964,26.1135323512925,106.923282544774,5.6,0.3,0.1,47,46103,0.1,35.42,57.05,57.77,46.3,51.8,270,1,37,1,199,1,66,1,7
"NC",123,96,27173,21.3443721999277,353.291870606852,15.4,17.6,0.3,43.6,44146,0.2,45.95,65.68,31.78,50.9,61.1,270,1,37,1,199,1,66,1,6
"NC",125,192,100880,55.8278631647519,190.325138778747,6.7,12.3,0.8,44.3,59963,0.1,27.14,58.04,27.4,38.9,61.2,270,1,37,1,199,1,66,1,4
"NC",127,196,94298,67.3680892743933,207.851704171881,7,39.2,0.6,41.7,49537,0.5,34.35,67.51,-0.23,49.7,60.4,270,1,37,1,199,1,66,1,3
"NC",129,175,234473,470.88842795017,74.6354590933711,5.6,13.5,0.2,39.1,54891,0.5,25.15,66.95,-2.13,37.7,64.4,270,1,37,1,199,1,66,1,2
"NC",13,99,46994,21.7889993033418,210.665191301017,7.8,24.9,0.3,46.2,45212,0.1,35.99,62.52,25.86,53.6,62.6,270,1,37,1,199,1,66,1,6
"NC",131,61,19483,14.0162184604024,313.09346609865,2.3,56.3,0.3,49.6,37146,0.1,35.15,71.4,-20.57,57.8,59.9,270,1,37,1,199,1,66,1,9
"NC",133,150,197938,100.284476810912,75.7813052572018,12.6,13.3,0.4,26.4,50278,0.3,30.25,51.15,30.2,40,63.1,270,1,37,1,199,1,66,1,3
"NC",135,100,148476,144.197106874761,67.3509523424661,8.4,11.2,0.5,34.8,71723,7.1,16.03,80.24,-51.08,31.4,59.1,270,1,40,1,199,1,66,1,2
"NC",137,13,12726,14.6012239320495,102.153072450102,3.9,18.3,0.2,52.4,46728,0.4,34.59,48.44,27.99,50.6,63.3,270,1,37,1,199,1,66,1,3
"NC",139,85,39824,67.7714042014571,213.439132181599,5.4,36.4,0.1,38.6,50558,0.1,31.04,56.54,-0.31,48.5,61.4,270,1,37,1,199,1,66,1,4
"NC",141,69,63060,27.9441338660073,109.41960038059,7.1,14.3,0.3,42.7,57240,0.5,30.35,60.47,29.95,42.2,63.2,270,1,37,1,199,1,66,1,2
"NC",143,12,13463,21.030220565978,89.1331798261903,2.6,23.1,0.3,49.8,47162,0,31.06,50.1,32.22,49.2,61.5,270,1,37,1,199,1,66,1,8
"NC",145,71,39490,38.8621857801487,179.792352494302,4.3,26.1,0.4,43.7,51020,0.3,37.48,74.77,21.55,50.3,58.9,270,1,37,1,199,1,66,1,2
"NC",147,96,180742,106.971917984715,53.1143840391276,6.3,34.4,0.3,32.5,47437,1.3,27.4,61.4,-9.44,44.3,62,270,1,42,1,199,1,66,1,3
"NC",149,30,20724,33.6643716274246,144.759698899826,5.9,4.8,0.3,52.7,48787,0.1,32.97,50.16,25.66,44.9,58.9,270,1,37,1,199,1,66,1,8
"NC",15,44,18947,10.4629925967472,232.226737742123,2.1,61.1,0.6,45.4,35527,0.9,39.25,58.41,-21.62,55.6,61,270,1,37,1,199,1,66,1,7
"NC",151,231,143667,70.9031519142461,160.788490049907,11.4,5.7,0.4,41.7,47288,0.3,39.81,61.44,56.3,46.2,59.4,270,1,37,1,199,1,66,1,2
"NC",153,97,44829,36.5399335122862,216.377791161971,6.5,31.8,2.4,40.5,36148,0.5,39,61.35,14.81,55,62.2,270,1,37,1,199,1,66,1,5
"NC",155,252,130625,53.2406612505371,192.918660287081,8.9,23.7,39.6,36.6,34976,0.2,40.13,62.76,18.62,54.5,63,270,1,37,1,199,1,66,1,4
"NC",157,143,91010,62.1226538537795,157.12559059444,6.1,18.2,0.3,44.7,43579,0.2,37.11,54.71,32.02,49.3,58.5,270,1,37,1,199,1,66,1,2
"NC",159,311,142088,107.231470760063,218.878441529193,8.8,15.7,0.3,40.2,49842,0.3,39.12,54.38,35.67,46.1,59.3,270,1,37,1,199,1,66,1,1
"NC",161,216,67029,45.769951764798,322.24857897328,4.4,9.5,0.4,45,42608,0.2,41.16,53.36,45.76,49,59,270,1,37,1,199,1,66,1,4
"NC",163,114,63531,25.9315862882977,179.439958445483,19.6,25.1,1.6,40.3,42151,0.3,38.35,71,22.52,55.6,61.9,270,1,37,1,199,1,66,1,6
"NC",165,88,34823,42.1295239239427,252.70654452517,3,38.8,11.8,39.3,37238,0.2,38.26,46,1.94,55.3,62.7,270,1,37,1,199,1,66,1,6
"NC",167,136,62806,61.3789372536941,216.539821036207,4.2,11.2,0.1,42.2,52623,0.1,37.03,57.62,51.06,46.7,61,270,1,37,1,199,1,66,1,6
"NC",169,80,45591,39.1743388099656,175.473229365445,3.1,4.2,0.4,46.2,48054,0.1,36.69,59.05,57.81,47.1,58,270,1,37,1,199,1,66,1,2
"NC",17,42,32722,14.4383748766566,128.354012590917,7.5,34.4,2.5,44.5,36173,0.2,33.13,72.5,13.72,56.7,62.8,270,1,37,1,199,1,66,1,6
"NC",171,170,71783,52.0338733636511,236.824874970397,10.6,3.6,0.3,44.1,43597,0.3,35.99,46.18,51.36,49.7,57,270,1,37,1,199,1,66,1,4
"NC",173,18,14271,10.4410964435716,126.129913811226,5.3,0.5,28,41.9,39317,0.7,27.24,53.05,19.54,50.8,52.4,270,1,37,1,199,1,66,1,8
"NC",175,33,34385,35.0887541949009,95.9720808492075,3.3,4.6,0.3,51.1,50212,0.2,30.35,69.32,15.64,48,54.8,270,1,37,1,199,1,66,1,6
"NC",177,6,4016,3.96796120706127,149.402390438247,6.9,36.9,0.9,46.2,35300,0.4,29.75,53,15.74,53.8,62.3,270,1,37,1,199,1,66,1,9
"NC",179,225,239859,146.36445882187,93.8051105024202,11.1,11.2,0.2,38.2,80033,0.5,26.63,61.71,24.16,40.3,61.3,270,1,37,1,199,1,66,1,1
"NC",181,88,44535,68.127427112254,197.597395307062,7.8,49.7,0.3,40.9,40529,0.1,39.5,63.26,-19.24,54.4,59.4,270,1,37,1,199,1,66,1,4
"NC",183,738,1111761,514.330207649781,66.3811736515312,10.1,19.9,0.3,36.2,80591,1,18.18,72.87,-26.45,36.3,60.4,270,1,37,1,199,1,66,1,1
"NC",185,20,19731,17.7418309593468,101.36333688105,3.8,50.1,5.1,48,36466,0.2,35.42,68.76,-25.73,56.5,59.5,270,1,37,1,199,1,66,1,8
"NC",187,32,11580,12.9031366512336,276.338514680484,5.2,47.5,0.2,46.1,35979,0,40.23,47.9,-9.91,55.6,62,270,1,37,1,199,1,66,1,7
"NC",189,33,56177,69.4219470489274,58.7429018993538,3.7,1.7,0.7,31.9,47526,1.7,25.9,49.66,-8.29,38.3,51.5,270,1,37,1,199,1,66,1,5
"NC",19,155,142820,64.8679422161294,108.528217336507,4.8,9.7,0.7,53.8,58236,0.4,31.28,67.55,25,45.8,64,270,1,37,1,199,1,66,1,2
"NC",191,246,123131,85.8264400680896,199.787218490876,11.8,30.3,0.3,37.8,44416,0.5,35.79,74.53,11.69,54.4,61.7,270,1,37,1,199,1,66,1,3
"NC",193,116,68412,35.0467660112293,169.560895749284,6.5,3.8,0.3,44.9,44107,0.1,35.97,51.31,56.62,52,57.4,270,1,37,1,199,1,66,1,6
"NC",195,181,81801,85.92424439587,221.268688646838,10.4,39.1,0.3,40.5,43877,0.2,34.54,59.25,-2.88,48.3,61.3,270,1,37,1,199,1,66,1,4
"NC",197,54,37667,43.420367513993,143.361563172007,11.1,3.3,0.1,44.4,44682,0.1,39.03,62.3,61.09,49.7,58.3,270,1,37,1,199,1,66,1,2
"NC",199,28,18069,22.3181525232696,154.961536332946,5.2,0.7,0.4,47.6,42222,0,33.4,66.72,33.72,46.7,51.7,270,1,37,1,199,1,66,1,8
"NC",21,334,261191,153.612941677112,127.875769073207,6.6,6.2,0.4,42.2,52207,0.6,27.5,69.53,-21.11,36.2,54.5,270,1,41,1,199,1,66,1,2
"NC",23,159,90485,69.0121003598103,175.719732552357,6.1,6,0.4,44.1,44557,0.4,38.3,54.19,40.13,45.5,57.7,270,1,37,1,199,1,66,1,2
"NC",25,261,216453,231.355187533002,120.580449335422,10.4,17.4,0.3,37.9,67328,0.9,28.05,57.87,9.45,41.6,60.3,270,1,41,1,199,1,66,1,1
"NC",27,110,82178,67.2386343816502,133.855776485191,5.5,4.6,0.4,44.6,44511,0,42.97,67.2,51.07,51.9,57.5,270,1,37,1,199,1,66,1,2
"NC",29,5,10867,17.4583712431441,46.0108585626208,2.9,13.8,0,41,64572,0,27.56,57.69,46.62,46.2,61.2,270,1,37,1,199,1,66,1,8
"NC",3,85,37497,55.6865586414258,226.684801450783,4.7,5.8,0.4,43.7,48756,0,44.77,57.77,58.03,46.5,58.5,270,1,37,1,199,1,66,1,2
"NC",31,56,69473,52.8436582896772,80.6068544614455,4.3,5.3,0.3,48.6,57194,0.5,29.05,56.2,42.01,49.3,63.8,270,1,37,1,199,1,66,1,4
"NC",33,30,22604,20.5174793861214,132.719872588922,4,32.7,0.2,45.7,45733,0,35.25,52.88,18.5,49.2,58.7,270,1,37,1,199,1,66,1,8
"NC",35,308,159551,153.480353957242,193.041723336112,9.7,8.1,0.2,41.4,52056,0.3,39.27,55.31,37.04,43.8,59.2,270,1,37,1,199,1,66,1,2
"NC",37,89,74470,42.1797211616048,119.51121256882,12.2,11.1,0.1,46.7,67031,0.7,26.29,76.74,-11.52,44.7,59.9,270,1,37,1,199,1,66,1,2
"NC",39,34,28612,24.2506304932966,118.831259611352,3.1,1.2,1.5,51.5,41438,0.2,33.33,55.85,55.08,51,56.3,270,1,37,1,199,1,66,1,9
"NC",41,31,13943,31.1798423497705,222.333787563652,3.7,35.2,0.4,46,46519,0.5,25.53,50,15.72,52.2,61.7,270,1,37,1,199,1,66,1,6
"NC",43,18,11231,20.1704546918867,160.270679369602,3.3,2.1,0.4,52.2,42222,0,30.35,54.77,49.51,49.7,55.4,270,1,43,1,199,1,66,1,9
"NC",45,228,97947,81.4595399866079,232.77895188214,3.5,20.9,0.3,41.8,42247,0.3,38.87,57.45,32.83,50,59.5,270,1,37,1,199,1,66,1,4
"NC",47,152,55508,22.8454086251722,273.834402248325,5.3,30,3.4,41.9,37628,0.2,36.48,51.26,27.93,50.8,63.3,270,1,37,1,199,1,66,1,6
"NC",49,128,102139,55.8132175938525,125.319417656331,7.3,21.4,0.6,37,52687,0.3,33.8,47.22,18.63,44.8,62.7,270,1,37,1,199,1,66,1,3
"NC",5,5,11137,18.3108001594422,44.895393732603,9.7,2.4,0.4,50.1,37830,0.4,30.84,50.61,50.05,51.7,52.4,270,1,37,1,199,1,66,1,9
"NC",51,318,335509,198.51278389366,94.7813620499003,11.6,36,1.3,31.3,46875,0.5,29.6,65.08,-16.61,41.6,62.3,270,1,37,1,199,1,66,1,2
"NC",53,16,27763,40.9277369627667,57.6306595108598,4,5.5,0.3,42.8,69964,0,28.96,52.57,46.21,44.5,61.4,270,1,37,1,199,1,66,1,1
"NC",55,10,37009,37.2864744962534,27.0204544840444,7.5,2.5,0.4,46.5,59381,0,28.2,67.29,16.52,43,62.2,270,1,37,1,199,1,66,1,4
"NC",57,197,167609,116.986170325578,117.535454540031,7.1,9.1,0.3,42.5,49546,0.4,38.03,55.53,47.47,50,59,270,1,37,1,199,1,66,1,2
"NC",59,40,42846,62.7341273916563,93.3576063109742,6.8,5,0.3,45.2,60434,0.2,36.23,68.24,45.49,42.2,58.8,270,1,37,1,199,1,66,1,2
"NC",61,139,58741,27.8378087776932,236.631994688548,22.2,23.6,0.4,40.5,41764,0.1,39.15,62.13,22.13,52.8,61.9,270,1,37,1,199,1,66,1,6
"NC",63,234,321488,433.216589299785,72.7865425770169,13.5,35.9,0.2,35.4,60958,3.2,21.49,83.3,-62.38,36.9,59.7,270,1,37,1,199,1,66,1,2
"NC",65,113,51472,39.3193923190973,219.536835561082,4.6,57.5,0.1,41.7,36866,0.2,36.69,70.48,-27.02,55.8,61.1,270,1,37,1,199,1,66,1,3
"NC",67,409,382295,361.909204606507,106.985443178697,12.8,25.7,0.3,38.4,51569,1.1,26.63,70.78,-13.9,43.2,58.5,270,1,40,1,199,1,66,1,2
"NC",69,54,69685,54.7080364224462,77.4915692042764,8.4,24.8,0.4,41.4,55193,0.2,30.55,74.63,13.45,48.8,59.9,270,1,37,1,199,1,66,1,1
"NC",7,56,24446,17.7598170550827,229.076331506177,4,48.3,0.3,40.9,40213,0,42.6,64.26,-4.18,52.2,62,270,1,37,1,199,1,66,1,6
"NC",71,446,224529,243.684377286464,198.638037848118,7,16.2,0.3,40.1,52835,0.4,34.76,63.4,27.77,47.5,60.7,270,1,40,1,199,1,66,1,1
"NC",73,13,11562,13.1061434192579,112.437294585712,0.1,33.4,0.9,46.5,50750,0,41.38,57.21,13.75,50.3,60.5,270,1,37,1,199,1,66,1,1
"NC",75,13,8441,11.1625528489385,154.010188366307,2.1,0.2,10.1,46.2,39571,0.1,35.01,50.44,60.13,51.4,54.3,270,1,37,1,199,1,66,1,9
"NC",77,83,60443,43.8676131565854,137.319458001754,7.9,29.8,0.4,42.7,55856,0.2,30.48,73.71,6.59,46.2,59.4,270,1,37,1,199,1,66,1,4
"NC",79,47,21069,30.4977001898374,223.076557976174,15.1,34.7,0.4,40.7,39837,0.1,40.7,50.34,11.9,50.9,61.7,270,1,37,1,199,1,66,1,8
"NC",81,720,537174,321.097586381806,134.034782025936,8,33.5,0.4,37.1,53261,1.2,27.37,59,-23.13,44.6,58.6,270,1,40,1,199,1,66,1,2
"NC",83,112,50010,26.6794997140876,223.955208958208,2.9,52.6,3.5,43.4,35502,0.1,37.76,71.3,-21.22,57.2,60.1,270,1,37,1,199,1,66,1,4
"NC",85,181,135976,88.2462283884791,133.111725598635,12.8,20.4,0.8,34.4,53554,0.2,31.88,71.23,22.45,45.6,61.4,270,1,37,1,199,1,66,1,4
"NC",87,97,62317,43.4654378632058,155.655760065472,4,0.9,0.4,47.6,51659,0.2,32.42,66.79,26.52,46.2,51.4,270,1,41,1,199,1,66,1,2
"NC",89,165,117417,121.557956262874,140.524796239045,10.1,3.4,0.4,47.4,55945,0.2,32.63,71.7,18.75,42.5,55.5,270,1,37,1,199,1,66,1,2
"NC",9,45,27203,24.6399777963212,165.422931294343,5,0.7,0.4,48.3,40962,0.1,34.53,45.79,46.08,45.6,51.2,270,1,37,1,199,1,66,1,7
"NC",91,64,23677,25.8852917081983,270.304514930101,3.8,58.7,1.1,42.2,41028,0.3,37.99,69.82,-34.02,56.5,60.4,270,1,37,1,199,1,66,1,6
"NC",93,56,55234,54.6605224059339,101.386826954412,13.3,33.1,7.8,32.8,48072,0.5,34.1,61.84,-10.86,45.5,62.1,270,1,37,1,199,1,66,1,2
"NC",95,9,4937,3.11292744966707,182.296941462427,10.3,29.7,0.1,40.9,39663,0.4,38.85,50.06,14.93,53.7,63.1,270,1,37,1,199,1,66,1,9
"NC",97,228,181806,122.205136413777,125.408402362958,7.6,11.9,0.1,40.6,60955,0.3,32.75,54.62,32.35,45.5,59.2,270,1,37,1,199,1,66,1,1
"NC",99,56,43938,34.5435097475282,127.452319177022,5.9,2.2,7.6,37.7,47252,0.2,28.63,61.78,8.24,43.7,53.1,270,1,37,1,199,1,66,1,6
"ND",1,3,2216,0.866391926071747,135.379061371841,1.7,2.1,1,45.6,56681,0,29.64,19.53,56.97,45.5,43.7,66,1,0,0,42,1,42,1,9
"ND",101,199,67641,12.9736562281377,294.200263154004,6.1,3.8,2,31.6,68871,0.5,30,27.86,44.89,42.9,42.2,66,1,0,0,42,1,42,1,5
"ND",103,8,3834,1.16511409682468,208.659363588941,2.5,0,0.2,51.6,57582,0,27.52,22.88,61.12,48.6,41.9,66,1,0,0,42,1,42,1,9
"ND",105,40,37589,6.98555718684828,106.414110511054,7.7,4.4,3,31.3,87161,0.3,42.1,22.55,66.76,43.1,41.8,66,1,0,0,42,1,42,1,7
"ND",11,5,3024,1.0049614464736,165.343915343915,5.5,0,0.8,41,62442,0.4,32.41,26.56,70.43,41.5,44.4,66,1,0,0,42,1,42,1,9
"ND",13,3,2115,0.739934683974794,141.843971631206,1.1,0.2,0.7,36.8,77232,0,31.34,25.56,74.2,45.9,39.8,66,1,0,0,42,1,42,1,9
"ND",15,195,95626,22.6137875924783,203.919436136616,2.5,2.2,3.9,37,71524,0.3,25.49,21,40.19,42.4,43.6,66,1,0,0,42,1,42,1,3
"ND",17,209,181923,39.7979991097038,114.883769506879,2.7,5.5,0.9,32.5,64482,0.8,26.27,42.53,2.68,38.7,43.1,66,1,0,0,42,1,42,1,3
"ND",19,5,3762,0.97541585524876,132.90802764487,1.8,0.1,1.4,49.5,64798,0,27.46,19.72,50.74,46.1,39.4,66,1,0,0,42,1,42,1,9
"ND",21,33,4872,1.66248406445726,677.339901477833,3.4,1.3,1.3,41.9,65492,0.7,32.67,26.98,46.78,46.1,43.5,66,1,0,0,42,1,42,1,9
"ND",23,2,2264,0.693136733320231,88.339222614841,4.3,3.2,1.2,51.1,62865,0,31.41,22.95,53.16,47.6,40.4,66,1,0,0,42,1,42,1,9
"ND",25,7,4424,0.850447135365038,158.227848101266,2.5,1.7,9.6,39,76719,0.4,37.89,24.15,68.82,44,43.4,66,1,0,0,42,1,42,1,9
"ND",27,6,2287,1.40108122510241,262.352426759948,1.3,0,5.3,45.8,54868,0,25.7,24.81,37.35,48.9,41.9,66,1,0,0,42,1,42,1,9
"ND",29,13,3241,0.828711854578714,401.110768281395,1.6,0,0.1,50.9,55902,0.1,25.28,22.5,74.71,49,44,66,1,0,0,42,1,42,1,8
"ND",3,31,10415,2.69600873105909,297.647623619779,2,2.2,1.2,45.1,58365,0.5,30.51,42.75,31.41,43.7,43,66,1,0,0,42,1,42,1,6
"ND",31,19,3210,1.95462496582162,591.90031152648,1.1,0,1.4,44.8,61425,0.3,27.9,30.67,55.62,45.9,42.2,66,1,0,0,42,1,42,1,9
"ND",33,3,1761,0.679324648995153,170.357751277683,3.1,0,1.9,45,58690,0.3,21.65,20.56,71.54,45.8,43.7,66,1,0,0,42,1,42,1,9
"ND",35,79,69451,18.6705941855212,113.749262069661,4.3,3.7,2.4,29.7,54051,1,26.65,30.75,13.26,41.4,41.8,66,1,0,0,42,1,42,1,3
"ND",37,7,2274,0.529157923797981,307.827616534741,1.1,0.1,0.8,50.1,50938,0,24.49,19.27,67.92,49,43.8,66,1,0,0,42,1,42,1,8
"ND",39,2,2231,1.21548174583303,89.6458987001345,0.8,0,1.8,51.1,53565,0.2,24.91,37.22,47.92,47.2,41.8,66,1,0,0,42,1,42,1,9
"ND",41,4,2499,0.852178036626203,160.064025610244,3.1,0.4,2.8,46.5,60164,0,29.62,19.53,68.22,45.2,43.5,66,1,0,0,42,1,42,1,9
"ND",43,10,2480,0.708726549171192,403.225806451613,3.6,0.2,1.5,47.8,54643,0.5,25.63,22.9,68.08,49,42.7,66,1,0,0,42,1,42,1,8
"ND",45,17,4046,1.36314343947078,420.168067226891,1.9,0.6,0.2,47.9,60806,0,26.86,31.81,50.38,47.2,43.6,66,1,0,0,42,1,42,1,9
"ND",47,10,1850,0.719615022829007,540.540540540541,0.9,0,0.2,52,59375,0.6,26.05,27.5,74.54,46.6,43,66,1,0,0,42,1,42,1,9
"ND",49,23,5745,1.18368481686768,400.348128807659,2.2,0.4,1.1,43.2,64179,0.2,33.47,27.76,59.94,51.5,42,66,1,0,0,42,1,42,1,9
"ND",5,19,6832,1.89970858987424,278.103044496487,0.9,0,54.9,30.5,47667,0.4,27.62,20.59,13.87,54.1,41.2,66,1,0,0,42,1,42,1,9
"ND",51,7,2497,0.989260831628009,280.336403684421,2.8,0.5,0.6,53.5,52587,0.1,26.62,29.37,61.31,47.6,43.1,66,1,0,0,42,1,42,1,9
"ND",53,14,15024,2.10163711059821,93.1842385516507,8.4,1.6,10.4,30.1,77845,0.3,38.02,23.45,67.69,43.4,43.2,66,1,0,0,42,1,42,1,9
"ND",55,30,9450,1.72901288175048,317.460317460317,2.5,0.7,6.4,46,68529,0,33.02,24.87,53.61,44.5,43.3,66,1,0,0,42,1,42,1,8
"ND",57,10,8187,3.03133526811809,122.144863808477,2.9,0.9,2.9,44,82181,0.1,40.18,23.97,67.42,47,43.7,66,1,0,0,42,1,42,1,7
"ND",59,101,31364,6.28785797237894,322.025251881138,3.5,1,3.1,37.8,70556,0,30.9,20.79,50.37,42.4,43.9,66,1,0,0,42,1,42,1,3
"ND",61,18,10545,2.23073072209364,170.697012802276,8.1,1.4,27.1,33.2,72147,0.8,29.92,25.86,37.65,46.9,41.4,66,1,0,0,42,1,42,1,9
"ND",63,15,2879,1.13217672259327,521.014241055922,3.5,0,0.3,52.4,52039,0.2,22.47,27.62,31.23,49.9,40.9,66,1,0,0,42,1,42,1,8
"ND",65,3,1959,1.04702391005607,153.139356814701,2.8,0,0.4,47,78929,0,30.05,22.38,74.02,48.6,43.6,66,1,0,0,42,1,42,1,3
"ND",67,11,6801,2.34760653205442,161.740920452875,3.5,0.3,2.8,48.1,64549,0.1,27.73,24.96,50.26,47.5,41.1,66,1,0,0,42,1,42,1,9
"ND",69,25,3975,1.50719748394617,628.930817610063,0.4,0.6,3.7,45.8,55660,0,20.51,24.85,51.13,51.5,41,66,1,0,0,42,1,42,1,7
"ND",7,0,928,0.311977732298895,0,2.9,0,0,43.7,75208,1.6,29.98,22.04,73.86,42.6,43.8,66,1,0,0,42,1,42,1,9
"ND",71,30,11519,3.75201157566611,260.439274242556,2.9,0.1,9.9,40.7,58910,1.8,23.08,19.68,36.08,49,40.7,66,1,0,0,42,1,42,1,7
"ND",73,17,5218,2.33593725858396,325.795323878881,1.6,0.8,0.6,46.6,63903,0,39.71,35.64,19.27,45.3,43.4,66,1,0,0,42,1,42,1,8
"ND",75,14,2327,1.02418508322841,601.633003867641,7.5,0.2,0.1,39,73182,0.5,31.15,27.66,64.06,44.1,41.1,66,1,0,0,42,1,42,1,9
"ND",77,17,16177,4.35055167973747,105.087469864623,3.1,0.7,1.8,37.3,61371,0,36.05,36.72,32.8,42.7,44.1,66,1,0,0,42,1,42,1,6
"ND",79,28,14176,6.06105359399804,197.516930022573,0.6,0.6,78,31.4,43158,0.1,27.31,23.04,-32.2,59.2,39.6,66,1,0,0,42,1,42,1,9
"ND",81,7,3898,1.75312222973631,179.579271421242,3.1,2.4,0.4,45.2,63073,0.2,45.62,25.95,25.51,45.7,43.4,66,1,0,0,42,1,42,1,9
"ND",83,2,1315,0.522228813817697,152.091254752852,0,0,0.7,50.9,51055,0,25.4,23.78,71.92,52.3,42.6,66,1,0,0,42,1,42,1,9
"ND",85,12,4230,1.49281094487313,283.687943262411,4.6,0.2,80.6,28.2,38939,0.6,19.79,21.4,-46.04,56.1,44.3,66,1,0,0,42,1,42,1,3
"ND",87,0,750,0.238282821367235,0,0,1.8,0.7,47.7,63611,0,16,21.75,78.69,44.4,44.2,66,1,0,0,42,1,42,1,9
"ND",89,51,31489,9.1076874675003,161.961319825971,5.4,2,1.2,34.2,72045,1.2,38.23,22.14,63.86,43.8,43.8,66,1,0,0,42,1,42,1,7
"ND",9,20,6282,1.4533855405707,318.369945877109,2.3,0.6,4.1,45,60381,0,27.4,27.66,50.53,42.2,40.6,66,1,0,0,42,1,42,1,9
"ND",91,2,1890,1.02470042377538,105.820105820106,1.7,0.7,0,50.3,70724,0.2,23.73,28.48,23.9,45.5,41.2,66,1,0,0,42,1,42,1,8
"ND",93,81,20704,3.5977527029768,391.228748068006,2.5,1.5,1.6,40.5,57674,0.2,26.72,35.71,43.36,43.3,43,66,1,0,0,42,1,42,1,7
"ND",95,11,2189,0.824472885068709,502.51256281407,4,0.8,4,47.6,52300,0.4,20.04,18.2,43.7,47.9,39.9,66,1,0,0,42,1,42,1,9
"ND",97,18,8036,3.59997870583029,223.992035838726,3.6,1,1,41.2,64453,0.3,27.72,30.53,24.88,45.3,41.9,66,1,0,0,42,1,42,1,8
"ND",99,27,10641,3.20575159302966,253.735551170003,11.5,0.4,2,44.2,55700,0.1,29.35,27.35,41.63,46.6,41.2,66,1,0,0,42,1,42,1,6
"OH",1,56,27698,18.3161026912843,202.180662863745,1,0.4,0,42,39079,1.1,41.04,44.12,63.52,54.4,53.8,243,1,44,1,61,1,61,1,6
"OH",101,138,65093,62.239144701418,212.00436298834,2.7,5.4,0.1,41.3,47498,1,39.9,46.36,38.66,55.1,51.8,243,1,44,1,61,1,61,1,4
"OH",103,271,179746,164.667231578382,150.768306387903,2.1,1.4,0.1,42.2,76600,0.3,26.43,50.53,23.43,39.2,51,243,1,44,1,61,1,61,1,1
"OH",105,40,22907,20.5636142579693,174.619112061815,0.7,1.1,0.1,43.6,44899,0.4,37.12,43.38,53.18,55.3,53.2,243,1,44,1,61,1,61,1,6
"OH",107,85,41172,34.3749626351161,206.450986107063,1.9,0.8,0,39.6,62952,0.4,45.21,23.61,64.9,45.1,51.2,243,1,44,1,61,1,61,1,7
"OH",109,224,106987,101.613337662588,209.371232018843,1.7,2,0.1,41.3,61041,0.3,35.3,43.83,44.35,44.4,52.8,243,1,44,1,61,1,61,1,2
"OH",11,87,45656,43.9173044314222,190.555458209217,1.7,0.6,0.2,41.1,64074,0.3,41.12,28.84,62.64,43.7,51.4,243,1,44,1,61,1,61,1,4
